Computer Science Core,27
CSCI 3320,3
CSSI 3710,3
CSCI 3550,3
CSCI 3660,3
CSCI 4220,3
CSCI 4350,3
CSCI 4500,3
CSCI 4830,3
CSCI 4970,3
CSCI 4000,3
