IST Core,24
CIST 1400,3
CSCI 1620,3
CIST 2500,3
CIST 3110,3
CSCI 3320,3
CSCI 3710,3
CSCI 4830,3
CSCI 4850,3
CSCI 4150|ISQA 4890,3
